"Annual Electricity, Net [MWh]",Electricity Produced [MW],Total Area [acre]
400009.82334991015,56.5021203274197,835.1268351999998
400009.82334991015,113.99749131944445,835.1268351999998
400009.82334991015,30.068229166666665,835.1268351999998
400009.82334991015,-0.613682115342882,835.1268351999998
400009.82334991015,-0.6136685519748264,835.1268351999998
400009.82334991015,-0.6136557345920138,835.1268351999998
400009.82334991015,-0.6136431884765625,835.1268351999998
400009.82334991015,-0.6136313205295139,835.1268351999998
400009.82334991015,-0.7542551676432292,835.1268351999998
400009.82334991015,-2.9429476589626735,835.1268351999998
400009.82334991015,91.88743448893229,835.1268351999998
400009.82334991015,113.848125,835.1268351999998
400009.82334991015,112.53504340277777,835.1268351999998
400009.82334991015,112.49493055555556,835.1268351999998
400009.82334991015,112.13518229166667,835.1268351999998
400009.82334991015,112.75116319444444,835.1268351999998
400009.82334991015,84.43936631944445,835.1268351999998
400009.82334991015,-0.6871183268229166,835.1268351999998
400009.82334991015,-0.7154001193576389,835.1268351999998
400009.82334991015,-0.7152945963541667,835.1268351999998
400009.82334991015,6.006094563802083,835.1268351999998
400009.82334991015,-0.6140127902560764,835.1268351999998
400009.82334991015,-0.613982408311632,835.1268351999998
400009.82334991015,-0.6139497884114583,835.1268351999998
400009.82334991015,-0.6139145236545139,835.1268351999998
400009.82334991015,-0.6138794623480903,835.1268351999998
400009.82334991015,-0.6138468424479167,835.1268351999998
400009.82334991015,-0.6138174777560764,835.1268351999998
400009.82334991015,-0.6137910970052083,835.1268351999998
400009.82334991015,-0.61376708984375,835.1268351999998
400009.82334991015,-0.6137451171875,835.1268351999998
400009.82334991015,-0.6137249077690973,835.1268351999998
400009.82334991015,-0.7537796359592014,835.1268351999998
400009.82334991015,14.34904276529948,835.1268351999998
400009.82334991015,112.88541666666667,835.1268351999998
400009.82334991015,113.92467881944444,835.1268351999998
400009.82334991015,111.94092013888888,835.1268351999998
400009.82334991015,110.38443576388889,835.1268351999998
400009.82334991015,112.26183159722223,835.1268351999998
400009.82334991015,112.69885416666666,835.1268351999998
400009.82334991015,75.82160590277778,835.1268351999998
400009.82334991015,-0.6871177164713541,835.1268351999998
400009.82334991015,-0.7154000515407987,835.1268351999998
400009.82334991015,-0.7152951388888888,835.1268351999998
400009.82334991015,4.61581918504503,835.1268351999998
400009.82334991015,-0.6140142822265625,835.1268351999998
400009.82334991015,-0.6139840359157986,835.1268351999998
400009.82334991015,-0.6139516194661458,835.1268351999998
400009.82334991015,-0.6139165581597222,835.1268351999998
400009.82334991015,-0.6138817003038195,835.1268351999998
400009.82334991015,-0.6138492160373263,835.1268351999998
400009.82334991015,-0.6138199869791666,835.1268351999998
400009.82334991015,-0.6137936740451388,835.1268351999998
400009.82334991015,-0.6137698703342014,835.1268351999998
400009.82334991015,-0.6137481011284722,835.1268351999998
400009.82334991015,-0.6137280951605902,835.1268351999998
400009.82334991015,-0.7532198757595486,835.1268351999998
400009.82334991015,-2.7436751302083335,835.1268351999998
400009.82334991015,111.64083190086815,835.1268351999998
400009.82334991015,112.26019965277777,835.1268351999998
400009.82334991015,109.78717013888888,835.1268351999998
400009.82334991015,110.67799479166666,835.1268351999998
400009.82334991015,111.87124131944445,835.1268351999998
400009.82334991015,21.47153862847222,835.1268351999998
400009.82334991015,-0.8111027018229167,835.1268351999998
400009.82334991015,-0.7153455268012153,835.1268351999998
400009.82334991015,-0.7152712673611111,835.1268351999998
400009.82334991015,-0.8195162624782986,835.1268351999998
400009.82334991015,-0.6140041775173611,835.1268351999998
400009.82334991015,-0.613976304796007,835.1268351999998
400009.82334991015,-0.6139461941189236,835.1268351999998
400009.82334991015,-0.6139143880208333,835.1268351999998
400009.82334991015,-0.6138829210069444,835.1268351999998
400009.82334991015,-0.6138536919487847,835.1268351999998
400009.82334991015,-0.6138271755642362,835.1268351999998
400009.82334991015,-0.6138030327690972,835.1268351999998
400009.82334991015,-0.9637412516276042,835.1268351999998
400009.82334991015,-1.2642500813802082,835.1268351999998
400009.82334991015,-1.2668010796440972,835.1268351999998
400009.82334991015,-1.2656814236111111,835.1268351999998
400009.82334991015,-1.3988324652777777,835.1268351999998
400009.82334991015,10.006745198567708,835.1268351999998
400009.82334991015,112.05189236111111,835.1268351999998
400009.82334991015,113.09243055555555,835.1268351999998
400009.82334991015,111.36663194444445,835.1268351999998
400009.82334991015,112.95402777777778,835.1268351999998
400009.82334991015,112.63841145833334,835.1268351999998
400009.82334991015,112.97166666666666,835.1268351999998
400009.82334991015,83.78684895833334,835.1268351999998
400009.82334991015,-0.6871202256944444,835.1268351999998
400009.82334991015,-0.7154025607638889,835.1268351999998
400009.82334991015,-0.7152983940972222,835.1268351999998
400009.82334991015,4.1924561394585504,835.1268351999998
400009.82334991015,-0.6140201822916667,835.1268351999998
400009.82334991015,-0.6139908175998264,835.1268351999998
400009.82334991015,-0.6139589436848958,835.1268351999998
400009.82334991015,-0.6139243570963542,835.1268351999998
400009.82334991015,-0.6138897026909722,835.1268351999998
400009.82334991015,-0.613857421875,835.1268351999998
400009.82334991015,-0.613828125,835.1268351999998
400009.82334991015,-0.6138016764322917,835.1268351999998
400009.82334991015,-0.6137774658203125,835.1268351999998
400009.82334991015,-0.6137552897135417,835.1268351999998
400009.82334991015,-0.6137348090277778,835.1268351999998
400009.82334991015,-0.7523943413628472,835.1268351999998
400009.82334991015,14.8212109375,835.1268351999998
400009.82334991015,113.288671875,835.1268351999998
