"Annual Electricity, Net [MWh]",Electricity Produced [MW],Total Area [acre]
653755.9675184152,75.68383246527777,898.4710557139065
653755.9675184152,178.18798611111112,898.4710557139065
653755.9675184152,177.36350694444445,898.4710557139065
653755.9675184152,168.50364583333334,898.4710557139065
653755.9675184152,-40.047552083333336,898.4710557139065
653755.9675184152,-40.031245659722224,898.4710557139065
653755.9675184152,-40.00909722222222,898.4710557139065
653755.9675184152,-40.05489583333333,898.4710557139065
653755.9675184152,-19.799299045138888,898.4710557139065
653755.9675184152,-1.521920166015625,898.4710557139065
653755.9675184152,-2.0313678656684027,898.4710557139065
653755.9675184152,24.084933302137586,898.4710557139065
653755.9675184152,182.38890625,898.4710557139065
653755.9675184152,189.90446180555554,898.4710557139065
653755.9675184152,131.44331597222222,898.4710557139065
653755.9675184152,109.64186631944445,898.4710557139065
653755.9675184152,55.98486979166667,898.4710557139065
653755.9675184152,-1.2208802625868056,898.4710557139065
653755.9675184152,-1.2207177734375,898.4710557139065
653755.9675184152,-1.2211566840277779,898.4710557139065
653755.9675184152,-7.624847547743055,898.4710557139065
653755.9675184152,-39.8892578125,898.4710557139065
653755.9675184152,-40.498927951388886,898.4710557139065
653755.9675184152,-40.44623697916666,898.4710557139065
653755.9675184152,-40.14460069444444,898.4710557139065
653755.9675184152,-39.95056423611111,898.4710557139065
653755.9675184152,-39.75776475694445,898.4710557139065
653755.9675184152,-39.65940972222222,898.4710557139065
653755.9675184152,-39.71904513888889,898.4710557139065
653755.9675184152,-40.02986111111111,898.4710557139065
653755.9675184152,-40.179058159722224,898.4710557139065
653755.9675184152,-40.081432291666665,898.4710557139065
653755.9675184152,-1.4495704481336806,898.4710557139065
653755.9675184152,-1.5226761881510418,898.4710557139065
653755.9675184152,49.69232198079427,898.4710557139065
653755.9675184152,154.73041666666666,898.4710557139065
653755.9675184152,96.20630208333333,898.4710557139065
653755.9675184152,63.30572048611111,898.4710557139065
653755.9675184152,69.54942274305556,898.4710557139065
653755.9675184152,99.7967795138889,898.4710557139065
653755.9675184152,92.31860243055556,898.4710557139065
653755.9675184152,43.67664930555556,898.4710557139065
653755.9675184152,-1.2208977593315973,898.4710557139065
653755.9675184152,-1.2208315700954862,898.4710557139065
653755.9675184152,-1.2212457953559028,898.4710557139065
653755.9675184152,-13.258104383680555,898.4710557139065
653755.9675184152,-37.74000434027778,898.4710557139065
653755.9675184152,-37.93138888888889,898.4710557139065
653755.9675184152,-37.43678385416667,898.4710557139065
653755.9675184152,-37.465078125,898.4710557139065
653755.9675184152,-37.68103732638889,898.4710557139065
653755.9675184152,-37.55064236111111,898.4710557139065
653755.9675184152,-37.162899305555555,898.4710557139065
653755.9675184152,-36.194752604166666,898.4710557139065
653755.9675184152,-35.22143663194444,898.4710557139065
653755.9675184152,-35.957133246527775,898.4710557139065
653755.9675184152,-1.4483394368489584,898.4710557139065
653755.9675184152,-3.2436585828993056,898.4710557139065
653755.9675184152,45.879402533637155,898.4710557139065
653755.9675184152,94.51683159722222,898.4710557139065
653755.9675184152,139.032421875,898.4710557139065
653755.9675184152,109.9090625,898.4710557139065
653755.9675184152,87.12163194444445,898.4710557139065
653755.9675184152,70.33741753472222,898.4710557139065
653755.9675184152,40.14690538194444,898.4710557139065
653755.9675184152,-1.2208001030815971,898.4710557139065
653755.9675184152,-1.2207094997829862,898.4710557139065
653755.9675184152,-1.2210682508680555,898.4710557139065
653755.9675184152,-1.2214114040798612,898.4710557139065
653755.9675184152,-16.63974826388889,898.4710557139065
653755.9675184152,-31.14715494791667,898.4710557139065
653755.9675184152,-20.04644097222222,898.4710557139065
653755.9675184152,-23.35586154513889,898.4710557139065
653755.9675184152,-29.388090277777778,898.4710557139065
653755.9675184152,-30.84947482638889,898.4710557139065
