Electricity Produced [MW]
47.09674858940972
42.66803819444444
-18.35403862847222
-19.012369791666668
-19.76818142361111
-20.312220052083333
-20.57156032986111
-20.744626736111112
-0.7912706841362848
-1.6671910603841147
89.06333970811632
115.0755295138889
112.10127604166667
106.89842881944445
113.81434027777777
86.24491319444445
56.18305121527778
21.70461154513889
-0.6637172444661459
-0.6638444010416666
-7.255385199652777
-20.90611545138889
-21.28943359375
-21.321516927083334
-21.386844618055555
-21.407916666666665
-21.37669487847222
-21.425438368055556
-21.48095703125
-21.583582899305554
-21.677317708333334
-21.747721354166668
-0.790650160047743
-1.6236452229817708
88.99097737630208
114.23151041666667
109.88029513888888
106.97535590277778
114.99769965277778
89.01768229166667
56.738828125
22.36273220486111
-0.6637008327907986
-0.6638176812065972
-3.872269965277778
-20.32732421875
-20.84128689236111
-20.890169270833333
-20.89862847222222
-20.85943576388889
-20.863619791666668
-20.864674479166666
-20.876456163194444
-20.88324435763889
-20.819010416666668
-20.90023654513889
-0.7901696099175347
-1.5745805189344617
87.58412790934244
112.31480902777778
101.24527777777777
102.98963541666667
109.52014756944445
49.3958203125
-25.777105034722222
1.1779720052083333
-0.9289285617404514
-9.089263780381945
-17.366995442708333
-17.212087673611112
-17.013633897569445
-16.847591145833334
-16.852697482638888
-16.85683159722222
-16.862043185763888
-17.036344401041667
-17.210428602430557
-17.529913194444443
-17.839850260416668
-18.048709852430555
-1.0563981119791668
-1.8833512030707464
88.78720789591472
112.78704861111112
112.90677951388889
108.79252604166666
115.47426215277778
92.0833767361111
57.688463541666664
23.402380642361113
-0.663671400282118
-0.6637668863932291
-0.6640287950303819
-15.764583333333333
-19.36439453125
-19.559887152777776
-19.55740234375
-19.5765625
-19.586599392361112
-19.73171657986111
-20.006881510416665
-20.203832465277777
-20.32589409722222
-20.59644314236111
-0.7893364800347222
-1.6801756795247396
90.94583465576171
115.31660590277778
114.96193576388889
115.3163107638889
115.41650173611112
112.13715277777777
58.48930121527778
24.669542100694443
-0.6636138916015625
-0.6636818440755209
-0.663925035264757
-6.131115993923611
-17.268674045138887
-17.44403103298611
-17.43289496527778
-17.583233506944445
-17.596389973958335
-17.59712890625
-17.727533637152778
-17.727932942708332
-17.71755533854167
-17.53319118923611
-0.7890403238932292
-1.6405408393012153
90.26426030476888
114.85855034722222
114.571015625
115.08196180555555
115.81475694444444
101.30671006944445
58.48530815972222
24.366046006944444
-0.6636313205295139
-0.6636935763888889
-0.6639213731553819
-5.918009982638889
-17.161563585069445
-17.65489474826389
-17.78148003472222
-17.91498480902778
-17.919449869791666
-18.04884223090278
-18.189191623263888
-18.33843532986111
-18.45908203125
-18.574754774305557
-0.7888568115234375
-1.5661133151584201
88.17986351860894
114.46596354166667
113.70413194444444
109.096953125
116.25520833333333
92.43411458333334
58.45823784722222
24.257354600694445
-0.6636520724826389
-0.6637333848741319
-0.6639828830295139
-11.945237630208334
-17.88366644965278
-18.097684461805557
-18.090024956597222
-18.101901041666668
-18.109892578125
-18.111707899305557
-18.112392578125
-18.1224609375
-18.127202690972222
-18.181829427083333
-0.7887570529513889
-1.507189737955729
86.13088762071398
116.05110243055556
53.586827256944446
35.11942057291667
62.498294270833334
82.67899305555555
46.00866753472222
-0.6634305826822917
-0.663374498155382
-0.6636501057942709
-0.6638538275824653
-0.6640652126736111
-17.72291232638889
-17.986154513888888
-17.688969184027776
-17.668902994791665
-17.828509114583333
-18.124657118055556
-18.39496310763889
-18.628129340277777
-18.829140625
-19.532513020833335
-0.7887174479166666
-1.4710650634765625
82.26680720011393
115.21588541666667
107.20769097222222
108.83175347222222
118.13375868055556
93.18033854166667
59.283671875
22.97357855902778
-0.6636337619357638
-0.6637055121527777
-0.6639536539713542
-8.985889756944445
-17.555047743055557
-17.516666666666666
-17.48642795138889
-17.648817274305557
-17.805087890625
-17.82012478298611
-17.969701605902777
-18.11570095486111
-18.123651258680557
-18.400091145833333
-0.7886024305555556
-1.5882950846354167
90.81114517211914
116.24460069444444
116.34391493055556
115.94620659722223
116.77201388888889
97.52888020833333
60.27459201388889
26.142369791666667
-0.6636212836371528
-0.6636864556206598
-0.6639345974392361
-6.1087158203125
-17.197776692708334
-17.2097265625
-17.339796006944443
-17.173692491319443
-16.98780815972222
-16.978234592013887
-17.148926866319446
-17.298624131944443
-17.109412977430555
-16.70075954861111
-1.3901395670572916
-0.8311269802517361
-0.8313731553819445
-0.8308742947048611
24.334759114583335
42.77521701388889
26.40494140625
-0.9755619303385417
-0.99923583984375
-0.6630931939019097
-0.6631850179036458
-0.6634058295355902
-0.6635976833767361
-0.6637972683376736
-0.8540530734592013
-11.629720052083334
-17.41919921875
-17.49351128472222
-17.47049370659722
-17.794904513888888
-18.084537760416666
-18.220828993055555
-18.575655381944443
-19.207955729166667
-19.93819878472222
-16.109338107638887
-1.0971852620442708
-1.0965972222222222
-1.0959530300564235
-1.0957101101345486
-1.0951803249782985
-1.0954410129123264
-1.0612383355034722
-0.9319854736328125
-0.9332929823133681
-0.9344031439887153
-0.9353234185112848
-0.9361235894097222
-0.9367940945095486
-18.559581163194444
-18.861707899305557
-18.975724826388888
-19.078057725694446
-19.291017795138888
-19.57501953125
-19.833982204861112
-19.988053385416666
-20.545271267361112
-1.0607435438368056
-1.0998379855685765
56.41349385579427
118.09378472222222
117.65433159722222
117.34442708333333
117.31059895833333
117.21524305555556
96.88086805555555
44.540256076388886
-0.6635895453559028
-0.6636370849609375
-0.6639046902126736
-6.583822699652778
-18.767391493055555
-19.1686328125
-19.412756076388888
-19.666371527777777
-19.9703125
-20.246432291666668
-20.43931206597222
-20.68673828125
-20.908628472222222
-21.155386284722223
-0.789973890516493
-0.8311240641276042
-1.4343169826931423
53.56517893831556
39.7323828125
-25.831681857638888
5.558956163194445
-1.624166259765625
52.54639891808025
-25.66369140625
0.9505729166666667
-0.9316655815972222
-6.458921440972222
-17.867996961805556
-18.08373046875
-18.054419487847223
-18.049696180555557
-18.03561306423611
-18.00964409722222
-17.990342881944443
-17.97511284722222
-17.96060329861111
-17.94572482638889
-17.63293511284722
-14.660711805555556
-18.556807725694444
-1.0953960503472222
-9.788536241319445
-1.0949781629774304
-6.746143663194444
-18.88791015625
-18.491736111111113
-17.889235026041668
-16.952862413194445
-16.4861328125
-16.298337673611112
-16.81093315972222
-17.367515190972224
-17.824769965277778
-18.203143446180555
-18.688585069444443
-19.123387586805556
-19.021516927083333
-18.666358506944444
-18.488912760416667
-18.54998263888889
-18.90908203125
-19.207543402777777
-19.256106770833334
-1.0984751383463542
-4.150625542534722
-13.658702256944444
-10.67188259548611
-20.53885199652778
-1.096133287217882
-1.0956481255425348
7.388557739257813
18.461577690972224
-0.9324037679036459
-0.93286865234375
-0.9332395426432292
-0.9335037570529514
-17.19403537326389
-17.454110243055556
-17.452784288194444
-17.25974609375
-17.054737413194445
-16.8241015625
-16.579126519097223
-16.80902886284722
-17.219578993055556
-17.668493923611113
-1.0586569552951388
-1.7467149522569445
106.5943612713284
117.83808159722223
117.55454861111112
117.43159722222222
117.494140625
116.94669270833333
88.79636284722223
29.05644314236111
-0.6635609944661458
-0.663594495985243
-0.6638511827256944
-0.6640528700086805
-17.639443359375
-17.926756727430554
-18.070067274305554
-18.066179470486112
-18.07410915798611
-18.08983615451389
-18.235065104166665
-18.25853515625
-18.383797743055556
-18.801809895833333
-0.7910329861111111
-0.9213124593098958
35.40736334906684
116.21984375
116.29880208333333
116.21790798611111
116.40416666666667
