"Annual Electricity, Net [MWh]",Electricity Produced [MW],Total Area [acre]
619040.7217891259,59.55185363769531,2079.2855194841195
619040.7217891259,120.03916666666667,2079.2855194841195
619040.7217891259,119.86199652777778,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-4.559756130642361,2079.2855194841195
619040.7217891259,109.86067230224609,2079.2855194841195
619040.7217891259,112.98772569444445,2079.2855194841195
619040.7217891259,112.01455729166666,2079.2855194841195
619040.7217891259,111.26900173611111,2079.2855194841195
619040.7217891259,111.42120659722222,2079.2855194841195
619040.7217891259,112.69184027777777,2079.2855194841195
619040.7217891259,114.86277777777778,2079.2855194841195
619040.7217891259,117.14993923611111,2079.2855194841195
619040.7217891259,120.01963541666667,2079.2855194841195
619040.7217891259,120.29251736111111,2079.2855194841195
619040.7217891259,120.31501736111112,2079.2855194841195
619040.7217891259,120.32991319444444,2079.2855194841195
619040.7217891259,119.33442708333334,2079.2855194841195
619040.7217891259,119.25667534722223,2079.2855194841195
619040.7217891259,119.1444357638889,2079.2855194841195
619040.7217891259,97.64022569444444,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-4.460603434244792,2079.2855194841195
619040.7217891259,107.45032060411242,2079.2855194841195
619040.7217891259,113.33188368055555,2079.2855194841195
619040.7217891259,112.21763888888889,2079.2855194841195
619040.7217891259,111.54424479166667,2079.2855194841195
619040.7217891259,111.59990451388889,2079.2855194841195
619040.7217891259,112.65809027777777,2079.2855194841195
619040.7217891259,114.78832465277777,2079.2855194841195
619040.7217891259,117.13126736111111,2079.2855194841195
619040.7217891259,119.90821180555555,2079.2855194841195
619040.7217891259,120.18836805555556,2079.2855194841195
619040.7217891259,120.18861979166667,2079.2855194841195
619040.7217891259,119.22715277777777,2079.2855194841195
619040.7217891259,119.17034722222222,2079.2855194841195
619040.7217891259,119.09193576388888,2079.2855194841195
619040.7217891259,118.97631076388889,2079.2855194841195
619040.7217891259,88.1711545138889,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-0.6325,2079.2855194841195
619040.7217891259,-4.424625515407986,2079.2855194841195
619040.7217891259,106.50935936821831,2079.2855194841195
619040.7217891259,113.48909722222223,2079.2855194841195
619040.7217891259,112.34703993055555,2079.2855194841195
