MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kWe,cst_solar_kWth,cst_tes_hrs,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
ALyaMKQK,32532,AL,false,30.97391142,-88.02513038,NA,7.6077,9.604836367e6,0,ptc,B,355.69936754557307,1067.0981026367192,12,1.8067930733164577e6,4.5387328,3.0,0.579857418551164,1.865730386225977e6,7.803331170689592e6,1.132918775741566e7,1.132918775741566e7,9.195588624171462e6,9.195588624171462e6
