MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kW,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
MIn1ZWER,33271,MI,false,41.97462576,-83.66726593,NA,6.6083,1.600379983e6,0,ptc,B,302.05274850548153,1.6145698073554598e6,4.5387328,3.0,0.6101968042210539,1.1502058297709103e6,507387.85258474323,2.224092595618392e6,2.224092595618392e6,-2.259340146345709e6,-2.259340146345709e6
