MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kWe,cst_solar_kWth,cst_tes_hrs,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
ILYQqfti,339999,IL,false,40.30897536,-87.70351289,NA,6.1341,2.493589978e6,0,ptc,B,383.24051564553787,1149.7215469366135,12,1.900536788987452e6,4.5387328,3.0,0.5661099116443286,1.5598944391212044e6,1.002456881520992e6,3.465557080109636e6,3.465557080109636e6,1.4340179429041166e6,1.4340179429041166e6
