MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kW,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
IACkMcKY,326199,IA,true,42.86155135,-91.23712965,NA,5.9366,7.688240026000001e6,0,ptc,B,1445.0380432650775,7.664028330848345e6,18.1549312,3.0,0.6054436303193416,5.278897714582697e6,2.547743443966257e6,6.620358184298156e6,6.620358184298156e6,-6.396008290243983e6,-6.396008290243983e6
