MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kW,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
CAFoOouM,333922,CA,false,36.72219512,-119.6167942,NA,11.5094,1.3017097629999998e6,0,ptc,B,237.13973519212712,1.3092025490308877e6,4.5387328,3.0,0.6302290320881804,974496.6787904664,378862.2468022487,510584.7068833455,510584.7068833455,-528606.4776240436,-528606.4776240436
