"Annual Electricity, Net [MWh]",Capacity Factor [-],Electricity Produced [MW],Rated Power [MW],Solar Multiple [-],Total Area [acre]
763.2990561227125,0.5887898854973604,0.07417566021283467,0.14798928717023427,3.0,4.5387328
,,0.15020772298177085,,,
,,0.14786495632595487,,,
,,0.14448523627387153,,,
,,0.03616705152723524,,,
,,-0.002425727049509684,,,
,,-0.00240759637620714,,,
,,-0.002390811973147922,,,
,,-0.003169288370344374,,,
,,-0.0036869041124979653,,,
,,-0.02449254353841146,,,
,,0.006864147186279297,,,
,,0.1504489983452691,,,
,,0.14936486138237848,,,
,,0.13906292385525174,,,
,,0.11249173482259114,,,
,,0.12239884270562065,,,
,,0.12180613199869791,,,
,,0.1210957251654731,,,
,,0.12031405131022135,,,
,,0.1194106716579861,,,
,,0.11841148376464844,,,
,,0.1172288089328342,,,
,,0.11582699245876736,,,
,,0.11411655002170139,,,
,,0.11193479749891493,,,
,,0.10890606350368924,,,
,,0.05823472764756944,,,
,,-0.015595242182413737,,,
,,-0.019226343366834854,,,
,,-0.019203351338704426,,,
,,-0.019182228512234157,,,
,,-0.020093057420518663,,,
,,-0.09323513031005859,,,
,,0.12424572428067525,,,
,,0.15195366753472223,,,
,,0.035702362060546874,,,
,,-0.034504659440782334,,,
,,0.03036616007486979,,,
,,0.1423430379231771,,,
,,0.10503452724880642,,,
,,0.10456668429904514,,,
,,0.10399611579047309,,,
,,0.10335616217719185,,,
,,0.10263856675889757,,,
,,0.10182984246148004,,,
,,0.1009086439344618,,,
,,0.09549179924858942,,,
,,0.08285434299045139,,,
,,0.08286575317382812,,,
,,0.08290212843153212,,,
,,0.0829350111219618,,,
,,0.08296471489800347,,,
,,0.012898590299818252,,,
,,-0.019333816104465062,,,
,,-0.019311356014675565,,,
,,-0.02022045135498047,,,
,,-0.03668929576873779,,,
,,0.10237462389032266,,,
,,0.03903286404079861,,,
,,0.14083052741156685,,,
,,0.08312741597493489,,,
,,-0.08004340277777777,,,
,,0.08393411424424913,,,
,,0.0827736070421007,,,
,,0.08283806694878472,,,
,,0.08285829332139757,,,
