MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kWe,cst_solar_kWth,cst_tes_hrs,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
GAHzW07E,321991,GA,true,32.07191927,-84.83059724,NA,55.0671,4.70582524e6,0,ptc,B,866.8059687428309,2600.417906228493,12,4.851693461660502e6,13.6161984,3.0,0.6389507058666796,3.4781582451075213e6,1.3403675561489377e6,5.554856104732324e6,5.554856104732324e6,1.57705009283198e6,1.57705009283198e6
