MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kWe,cst_solar_kWth,cst_tes_hrs,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
MNDdgheF,33711,MN,true,46.9664659,-95.35750092,NA,87.6468,1.825067415e6,0,ptc,B,363.23399068024383,1089.7019720407316,12,1.8269767461839397e6,4.5387328,3.0,0.5741725571988093,1.2354039844646852e6,655372.728629858,1.5484071290913024e6,1.5484071290913024e6,591435.5501939998,591435.5501939998
