"Annual Electricity, Net [MWh]",Capacity Factor [-],Electricity Produced [MW],Rated Power [MW],Solar Multiple [-],Total Area [acre]
2847.274569399487,0.6497756450422202,0.253598034646776,0.5002208778041147,3.0,9.0774656
,,0.5132528347439236,,,
,,0.5087391493055555,,,
,,0.5023151312934028,,,
,,0.13069400363498263,,,
,,-0.005859706666734484,,,
,,-0.005824742847018772,,,
,,-0.005792346000671387,,,
,,-0.007348469628228081,,,
,,-0.008365389506022135,,,
,,-0.021359104580349394,,,
,,0.14816327412923178,,,
,,0.5201566229926216,,,
,,0.5178295220269097,,,
,,0.4794332207573785,,,
,,0.3919647555881076,,,
,,0.032332791222466364,,,
,,0.3714456854926215,,,
,,0.3688403659396701,,,
,,0.3657379150390625,,,
,,0.36174608018663196,,,
,,0.3563643391927083,,,
,,0.25808425903320314,,,
,,-0.029511987898084853,,,
,,-0.03833762698703342,,,
,,-0.0382762951321072,,,
,,-0.038220642937554256,,,
,,-0.038259078131781685,,,
,,-0.03821239895290798,,,
,,-0.03816920386420356,,,
,,-0.03812924702962239,,,
,,-0.03809238009982639,,,
,,-0.03989334106445312,,,
,,-0.1440697987874349,,,
,,0.34139923784467907,,,
,,0.5230131361219618,,,
,,0.1329417249891493,,,
,,0.13215198940700956,,,
,,0.26875242445203995,,,
,,0.49223297119140624,,,
,,0.32859076605902776,,,
,,-0.30010111490885416,,,
,,0.3063273451063368,,,
,,0.306385498046875,,,
,,0.30645263671875,,,
,,0.30652340359157987,,,
,,0.30661285400390625,,,
,,0.3066626654730903,,,
,,0.3067338731553819,,,
,,0.02718703375922309,,,
,,-0.03854469299316406,,,
,,-0.03849093119303385,,,
,,-0.038442005581325954,,,
,,-0.03839781019422743,,,
,,-0.03835775163438585,,,
,,-0.038320079379611544,,,
,,-0.04010916815863715,,,
,,-0.0957773462931315,,,
,,0.3220621953188351,,,
,,0.24689100477430556,,,
,,0.48547844780815974,,,
,,0.2885770331488715,,,
,,0.046673126220703125,,,
,,0.0661708238389757,,,
,,-0.5475296359592013,,,
,,0.30640055338541666,,,
,,0.3064599609375,,,
,,0.30648020426432293,,,
,,0.3065481228298611,,,
,,0.30663716634114585,,,
,,0.3067153591579861,,,
,,0.10299522399902344,,,
,,-0.03823076036241319,,,
,,-0.03817297193739149,,,
,,-0.038118676079644094,,,
,,-0.03806850857204861,,,
,,-0.03802230411105686,,,
,,-0.03789025624593099,,,
,,-0.037850460476345486,,,
,,-0.03772452884250217,,,
,,-0.03910424974229601,,,
,,-0.04013632456461588,,,
,,-0.03983792199028863,,,
,,-0.04129369947645399,,,
,,0.19257273779975043,,,
,,0.5096101888020833,,,
,,0.0948942142062717,,,
,,0.4010374959309896,,,
,,0.16474522908528647,,,
,,-0.6784654405381945,,,
,,0.30645212809244793,,,
,,0.30653143988715276,,,
,,0.30662672254774304,,,
,,0.30668629964192706,,,
,,0.30673712836371525,,,
,,0.21533006456163195,,,
,,-0.03822982364230686,,,
,,-0.03808047400580512,,,
,,-0.03811467912462022,,,
,,-0.0380639394124349,,,
,,-0.03801687876383464,,,
,,-0.03806244744194878,,,
,,-0.03802203284369575,,,
,,-0.03780537923177083,,,
,,-0.03915231492784288,,,
,,-0.03943222893608941,,,
,,-0.039897096421983504,,,
,,-0.04045840793185764,,,
,,-0.3312079874674479,,,
,,-0.3256263902452257,,,
,,-0.30181403266059026,,,
,,-0.37572818332248265,,,
,,-0.4389570787217882,,,
,,0.30627770317925346,,,
,,0.3063511488172743,,,
,,0.30640865749782986,,,
,,0.2458770751953125,,,
,,-0.038520189921061196,,,
,,-0.03843242645263672,,,
,,-0.038353364732530384,,,
,,-0.03828170352511936,,,
,,-0.03821620093451606,,,
,,-0.03806699540879991,,,
,,-0.03801168229844835,,,
,,-0.037871386210123696,,,
,,-0.03782434251573351,,,
,,-0.03787011464436849,,,
,,-0.03774044460720486,,,
,,-0.03923187255859375,,,
,,-0.03975777096218533,,,
,,-0.04018777635362413,,,
,,-0.0400491460164388,,,
,,-0.039953117370605466,,,
,,-0.04439176347520616,,,
,,-0.040442780388726125,,,
,,-0.04073828803168403,,,
,,-0.6995668538411458,,,
,,0.1876501546965705,,,
,,-0.038475587632921006,,,
,,-0.038378261990017364,,,
,,-0.03837020026312934,,,
,,-0.038372408548990884,,,
,,-0.03829417334662544,,,
,,-0.03831284417046441,,,
,,-0.03824885474310981,,,
,,-0.03819049835205078,,,
,,-0.038137185838487415,,,
,,-0.038088319566514754,,,
,,-0.03804339090983073,,,
,,-0.03800196753607856,,,
,,-0.03796348995632595,,,
,,-0.03792759365505642,,,
,,-0.03938482920328776,,,
,,-0.04085456424289279,,,
,,-0.26987418280707465,,,
,,-0.6489818657769097,,,
,,0.30419891357421874,,,
,,0.13705070495605468,,,
,,-0.22867473602294922,,,
,,0.0813839619141072,,,
,,-0.548754645453559,,,
,,0.3063290405273438,,,
,,0.2801470777723524,,,
,,-0.03868928697374132,,,
,,-0.03859115600585938,,,
,,-0.03850391387939453,,,
,,-0.038426136440700955,,,
,,-0.03835667504204644,,,
,,-0.03829384273952908,,,
,,-0.038237347073025174,,,
,,-0.038275718688964844,,,
,,-0.03822884453667535,,,
,,-0.038184882269965276,,,
,,-0.03814364539252387,,,
,,-0.03810516781277127,,,
,,-0.03806806352403429,,,
,,-0.03994370778401693,,,
,,-0.07759460343254937,,,
,,0.5137700274666874,,,
,,0.5175686984592014,,,
,,0.5184370930989584,,,
,,0.5156136067708333,,,
,,0.5223306613498264,,,
,,0.5205049981011285,,,
,,0.23475282457139757,,,
,,0.021603111690945094,,,
,,0.3866595458984375,,,
,,0.38518798828125,,,
,,0.3834926011827257,,,
,,0.3816170247395833,,,
,,0.3794340345594618,,,
,,0.3768339369032118,,,
,,0.3735717095269097,,,
,,0.36943501790364586,,,
,,0.3637955390082465,,,
,,0.24006990220811633,,,
,,-0.013128227657741971,,,
,,-0.038250533209906686,,,
,,-0.038213229709201386,,,
,,-0.03808884090847439,,,
,,-0.0396444829305013,,,
,,-0.07941957261827257,,,
,,0.1602386474609375,,,
,,0.34617001003689235,,,
,,0.47879146999782984,,,
,,0.5155506727430555,,,
,,0.5120128716362847,,,
,,0.5085016208224826,,,
,,0.38535271538628474,,,
,,0.021698542700873482,,,
,,0.38760518391927085,,,
,,0.3860164727105035,,,
,,0.38428629557291666,,,
,,0.38225843641493057,,,
,,0.37995185004340276,,,
,,0.3771261935763889,,,
,,0.37366858588324653,,,
,,0.36911214192708336,,,
,,0.36271898057725693,,,
,,0.1079129367404514,,,
,,-0.021054359012179905,,,
,,-0.0386252933078342,,,
,,-0.038582831488715275,,,
,,-0.03836470286051432,,,
,,-0.04020415835910373,,,
,,-0.08821618292066787,,,
,,0.5083453580794675,,,
,,0.5158207533094618,,,
,,0.44900122748480903,,,
,,0.3369592624240451,,,
,,0.2891860622829861,,,
,,0.47886494954427083,,,
,,0.391957024468316,,,
,,0.021692396799723308,,,
,,0.3683796861436632,,,
,,0.36688113742404516,,,
,,0.3652025689019097,,,
,,0.36338117811414933,,,
,,0.36121070014105905,,,
,,0.3586630588107639,,,
,,0.35565287272135415,,,
,,0.3518022664388021,,,
,,0.3467243109809028,,,
,,0.30807956271701387,,,
,,-0.03849486880832248,,,
,,-0.03844893137613932,,,
,,-0.038406689961751304,,,
,,-0.03818924374050564,,,
,,-0.03999219258626302,,,
,,-0.07830306053161622,,,
,,0.5088698533223619,,,
,,0.5139855278862847,,,
,,0.5146805148654514,,,
,,0.5127338663736979,,,
,,0.5095618014865452,,,
,,0.5064073011610243,,,
,,0.4085072496202257,,,
,,0.028087416754828558,,,
,,0.4234838189019097,,,
,,0.4222852918836806,,,
,,0.42096767849392364,,,
,,0.419587164984809,,,
,,0.41797112358940974,,,
,,0.41611426459418405,,,
,,0.41403795030381946,,,
,,0.4115428670247396,,,
,,0.408559332953559,,,
,,0.40491763644748263,,,
,,0.400103759765625,,,
,,0.39304931640625,,,
,,0.038115452925364175,,,
,,-0.005961547957526313,,,
,,-0.008081832991706001,,,
,,-0.07521395047505697,,,
,,0.5065931742882822,,,
,,0.5121583726671007,,,
,,0.513417222764757,,,
,,0.5116670057508681,,,
,,0.5066878594292534,,,
,,0.5047630479600694,,,
,,0.4208302476671007,,,
,,0.033089082505967884,,,
,,0.4292803955078125,,,
,,0.42815677218967013,,,
,,0.42692464192708335,,,
,,0.4256488037109375,,,
,,0.424217529296875,,,
,,0.42254174126519095,,,
,,0.4207002427842882,,,
,,0.4185080295138889,,,
,,0.41595848931206597,,,
,,0.4128568861219618,,,
,,0.40894110785590276,,,
,,0.4036149088541667,,,
,,0.34824486626519097,,,
,,-0.005960046450297038,,,
,,-0.008062109417385525,,,
,,-0.07067101796468099,,,
,,0.5072496073394561,,,
,,0.5136532253689237,,,
,,0.515061747233073,,,
,,0.513255140516493,,,
,,0.50983154296875,,,
,,0.5068493313259549,,,
,,0.420439215766059,,,
,,0.03340333726671007,,,
,,0.4287459988064236,,,
,,0.42765004475911456,,,
,,0.42637986924913196,,,
,,0.42506001790364584,,,
,,0.4235196261935764,,,
,,0.4217864312065972,,,
,,0.4198741997612847,,,
,,0.41758148193359373,,,
,,0.41489793565538197,,,
,,0.41155921088324654,,,
,,0.4073139444986979,,,
,,0.40154700385199654,,,
,,0.24019410875108507,,,
,,-0.0059325509601169165,,,
,,-0.00799738672044542,,,
,,-0.062496864530775284,,,
,,0.5101640019835193,,,
,,0.5163205295138888,,,
,,0.5172552151150174,,,
,,0.5154518296983507,,,
,,0.5099533081054688,,,
,,0.5064646063910591,,,
,,0.43737335205078126,,,
