MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kW,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
MI9N0v1a,321992,MI,true,44.32746465,-86.13439275,NA,17.3436,1.2013849479999999e6,0,ptc,B,219.48401324135006,1.2069864257137822e6,4.5387328,3.0,0.6277625259216082,914918.8984171121,337612.5829716413,1.6688720005450814e6,1.6688720005450814e6,-1.7076242663271585e6,-1.7076242663271585e6
