MatchID,NAICS,state,DAC,input_Latitude,input_Longitude,input_roofsqft,input_landacres,input_annual_electric_load_kWh,input_annual_ng_load_mmbtu,csp_type,option,cst_size_kWe,cst_solar_kWth,cst_tes_hrs,annual_kwh_energy_production,cst_size_acres,solar_multiple,capacity_factor,csp_serving_load,Grid_Electricity_Supplied_kWh_annual,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_site,BAU_Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only,Total_Annual_Emissions_lbs_CO2e_lrmer_site,Total_Annual_Emissions_lbs_CO2e_lrmer_elec_only
GAgJNPEM,311615,GA,true,33.77697763,-82.39920023,NA,15.0168,2.0018427894e7,0,ptc,B,1114.847215477686,3344.541646433058,12,5.813599922081083e6,13.6161984,3.0,0.5952860176067412,5.776527793126892e6,1.4360519346037848e7,2.3708551310393e7,2.3708551310393e7,1.70016550301503e7,1.70016550301503e7
